Date,Name,Rotation X,Rotation Y,Rotation Z,Acceleration X,Acceleration Y,Acceleration Z,Raindrop,Vibration,Soil20cm,Soil40cm,Soil60cm,CrackWidth,Temperature,Humidity,RiskScore,RiskLevel
3/24/2025 6:50,Node2,0.92,4.83,79.19,-0.04,-0.05,-0.01,0,0,94,95,95,5.4,24,70,85,Critical
3/24/2025 6:51,Node2,1.12,4.87,77.08,-0.04,-0.05,-0.01,0,0,94,95,95,5.4,24,70,85,Critical
3/24/2025 6:54,Node2,1.08,4.84,77.47,-0.04,-0.05,0,0,0,93,95,95,5.4,25,70,85,Critical
3/24/2025 6:56,Node2,1.06,4.88,77.73,-0.04,-0.05,-0.01,0,0,92,95,95,5.3,25,70,85,Critical
3/24/2025 6:57,Node2,1.01,4.73,77.99,-0.04,-0.05,0,0,0,92,95,95,5.3,25,70,85,Critical
3/24/2025 7:02,Node2,0.98,4.79,78.47,-0.04,-0.05,0,0,0,92,95,95,5.3,25,70,85,Critical
3/24/2025 7:03,Node2,0.91,4.86,79.38,-0.04,-0.05,0,0,0,92,95,95,5.3,25,70,85,Critical
3/24/2025 7:05,Node2,0.98,4.9,78.66,-0.04,-0.05,0,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:08,Node2,0.97,4.72,78.43,-0.04,-0.05,-0.01,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:09,Node2,0.95,4.86,78.94,-0.04,-0.05,-0.01,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:11,Node2,0.9,4.82,79.48,-0.04,-0.05,0,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:12,Node2,0.91,4.87,79.41,-0.04,-0.05,0,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:15,Node2,1.07,4.79,77.49,-0.04,-0.05,0,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:17,Node2,0.98,4.91,78.72,-0.04,-0.05,0,0,0,93,95,95,5.4,25,70,85,Critical
3/24/2025 7:18,Node2,1.12,4.91,77.18,-0.04,-0.05,0,0,0,93,95,95,5.4,25,70,85,Critical
3/24/2025 7:22,Node2,1.05,4.8,77.68,-0.04,-0.05,0,0,0,94,95,95,5.4,25,70,85,Critical
3/24/2025 7:24,Node2,1.06,4.8,77.52,-0.04,-0.05,0,0,0,93,95,95,5.4,26,70,85,Critical
3/24/2025 7:25,Node2,1.05,4.89,77.88,-0.04,-0.05,0,0,0,93,95,95,5.4,26,70,85,Critical
3/24/2025 7:28,Node2,1.12,4.84,77.04,-0.04,-0.05,0,0,0,93,95,95,5.4,26,70,85,Critical
3/24/2025 7:30,Node2,0.96,4.86,78.91,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:31,Node2,1.04,4.83,77.91,-0.04,-0.05,0,0,0,93,95,95,5.4,26,70,85,Critical
3/24/2025 7:33,Node2,1.11,4.85,77.2,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:36,Node2,1.01,4.95,78.51,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:37,Node2,0.96,4.86,78.91,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:39,Node2,0.91,4.91,79.47,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:43,Node2,0.94,4.82,78.97,-0.05,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:45,Node2,1.04,4.82,77.91,-0.05,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:46,Node2,0.98,4.91,78.72,-0.04,-0.05,0,0,0,94,95,95,5.4,26,70,85,Critical
3/24/2025 7:49,Node2,1.04,4.87,78.01,-0.04,-0.05,0,0,0,94,95,95,5.4,27,70,85,Critical
3/24/2025 7:51,Node2,1.14,4.88,76.92,-0.05,-0.05,0,0,0,94,95,95,5.4,27,70,85,Critical
3/24/2025 7:52,Node2,1.04,4.87,78.01,-0.05,-0.05,0,0,0,94,95,95,5.4,27,70,85,Critical
3/24/2025 7:57,Node2,0.97,4.88,78.78,-0.05,-0.05,0,0,0,94,95,95,5.4,27,70,85,Critical
3/24/2025 7:58,Node2,0.98,4.91,78.72,-0.04,-0.05,-0.01,0,0,92,95,95,5.3,27,70,85,Critical
3/24/2025 8:00,Node2,0.92,4.92,79.47,-0.04,-0.05,0,0,0,93,95,95,5.4,27,70,85,Critical
3/24/2025 8:04,Node2,1.02,4.89,78.19,-0.04,-0.05,0,0,0,93,95,95,5.4,27,70,85,Critical
3/24/2025 8:05,Node2,0.89,4.93,79.84,-0.05,-0.05,0,0,0,93,95,95,5.4,27,70,85,Critical
3/24/2025 8:07,Node2,1.11,4.97,77.44,-0.05,-0.05,0,0,0,94,95,95,5.4,28,70,85,Critical
3/24/2025 8:08,Node2,0.99,4.78,78.28,-0.05,-0.05,0,0,0,94,95,95,5.4,28,70,85,Critical
3/24/2025 8:10,Node2,0.95,4.85,78.91,-0.05,-0.05,0,0,0,93,95,95,5.4,28,70,85,Critical
3/24/2025 8:11,Node2,1.04,4.77,77.74,-0.05,-0.05,0,0,0,93,95,95,5.4,28,70,85,Critical
3/24/2025 8:13,Node2,0.94,4.83,79.01,-0.05,-0.05,0,0,0,93,95,95,5.4,28,70,85,Critical
3/24/2025 8:14,Node2,1.07,4.8,77.49,-0.05,-0.05,0,0,0,93,95,95,5.4,28,70,85,Critical
3/24/2025 8:19,Node2,1.04,4.84,77.91,0,0,0,0,0,93,95,95,5.4,28,70,85,Critical
3/24/2025 8:23,Node2,1.1,4.96,77.56,-0.05,-0.05,0,0,0,94,95,95,5.4,29,70,85,Critical
3/24/2025 8:31,Node2,0.97,4.86,78.78,-0.05,-0.05,0,0,0,94,95,95,5.4,29,69,85,Critical
3/24/2025 8:32,Node2,1.01,4.93,78.44,-0.05,-0.05,0,0,0,94,95,95,5.4,29,69,85,Critical
3/24/2025 8:35,Node2,0.97,4.91,78.88,0,-0.05,0,0,0,93,95,95,5.4,29,69,85,Critical
3/24/2025 8:37,Node2,0.87,4.83,79.8,-0.05,-0.05,0,0,0,93,95,95,5.4,29,69,85,Critical
3/24/2025 8:38,Node2,0.99,4.93,78.69,-0.05,-0.05,0,0,0,93,95,95,5.4,29,69,85,Critical
3/24/2025 8:40,Node2,1.04,4.92,78.1,-0.05,-0.05,0,0,0,93,95,95,5.4,29,69,85,Critical
3/24/2025 8:41,Node2,0.94,4.88,79.13,-0.05,-0.05,0,0,0,92,95,95,5.3,29,69,85,Critical
3/24/2025 8:42,Node2,1.01,4.82,78.19,-0.05,-0.05,0,0,0,92,95,95,5.3,30,69,85,Critical
3/24/2025 8:45,Node2,1.07,4.95,77.89,-0.05,-0.05,0,0,0,94,0,0,5.4,30,69,85,Critical
3/24/2025 8:47,Node2,0.97,4.93,78.88,-0.05,-0.05,0,0,0,95,95,95,5.4,30,69,85,Critical
3/24/2025 8:48,Node2,1.04,4.97,78.23,-0.05,-0.05,0,0,0,94,95,95,5.4,30,69,85,Critical
3/24/2025 8:50,Node2,1.01,4.8,78.12,0,-0.05,0,0,0,93,95,95,5.4,30,69,85,Critical
3/24/2025 8:53,Node2,1.14,4.86,76.85,-0.05,-0.05,0,0,0,95,95,95,5.4,30,69,85,Critical
3/24/2025 8:54,Node2,1,4.95,78.66,-0.05,-0.05,0,0,0,91,95,95,5.3,30,69,85,Critical
3/24/2025 8:56,Node2,0.86,4.92,80.12,-0.05,-0.05,0,0,0,95,95,95,5.4,30,69,85,Critical
3/24/2025 8:57,Node2,0.93,4.95,79.43,-0.05,-0.05,0,0,0,94,95,95,5.4,30,69,85,Critical
3/24/2025 8:59,Node2,0.96,4.96,79.09,-0.05,-0.05,0,0,0,95,95,96,5.4,30,69,85,Critical
3/24/2025 9:00,Node2,0.9,4.8,79.39,-0.05,-0.05,0,0,0,94,95,95,5.4,30,69,85,Critical
3/24/2025 9:02,Node2,1.02,4.89,78.19,-0.05,-0.05,0,0,0,92,95,95,5.3,30,69,85,Critical
3/24/2025 9:03,Node2,1.04,4.85,77.94,-0.05,-0.05,0,0,0,92,95,95,5.3,30,69,85,Critical
3/24/2025 9:05,Node2,0.96,4.83,78.82,-0.05,-0.05,0,0,0,92,95,95,5.3,30,69,85,Critical
3/24/2025 9:06,Node2,0.98,4.98,78.87,-0.05,-0.05,0,0,0,93,95,95,5.4,30,69,85,Critical
3/24/2025 9:08,Node2,1.05,5.07,78.3,-0.05,-0.05,0,0,0,93,95,95,5.4,31,69,85,Critical
3/24/2025 9:09,Node2,0.94,4.97,79.27,-0.05,-0.05,0,0,0,93,95,95,5.4,31,69,85,Critical
3/24/2025 9:11,Node2,0.97,4.89,78.81,-0.05,-0.05,0,0,0,93,95,95,5.4,31,69,85,Critical
3/24/2025 9:12,Node2,0.87,5.04,80.18,-0.05,-0.05,0,0,0,94,95,95,5.4,31,69,85,Critical
3/24/2025 9:14,Node2,0.96,4.85,78.85,-0.05,-0.05,0,0,0,94,95,95,5.4,31,69,85,Critical
3/24/2025 9:15,Node2,1.07,4.97,77.93,-0.05,-0.05,0,0,0,94,95,95,5.4,31,69,85,Critical
3/24/2025 9:17,Node2,0.94,4.95,79.27,-0.05,-0.05,0,0,0,95,95,96,5.4,31,69,85,Critical
3/24/2025 9:18,Node2,1.03,4.87,78.13,-0.05,-0.05,0,0,0,94,95,95,5.4,31,69,85,Critical
3/24/2025 9:20,Node2,0.87,4.95,80.02,-0.05,-0.05,0,0,0,94,95,95,5.4,31,69,85,Critical
3/24/2025 9:21,Node2,1,4.97,78.69,-0.05,-0.04,0,0,0,94,95,96,5.4,31,70,85,Critical
3/24/2025 9:22,Node2,1.03,4.89,78.16,-0.05,-0.05,0,0,0,94,95,96,5.4,32,70,85,Critical
3/24/2025 9:24,Node2,0.94,4.85,79.01,-0.05,-0.05,0,0,0,94,95,96,5.4,32,70,85,Critical
3/24/2025 9:25,Node2,1.04,4.93,78.14,-0.05,-0.05,0,0,0,95,95,95,5.4,32,70,85,Critical
3/24/2025 9:27,Node2,1.05,4.84,77.78,-0.05,-0.05,0,0,0,94,95,96,5.4,32,69,85,Critical
3/24/2025 9:28,Node2,0.94,4.93,79.22,-0.05,-0.05,0,0,0,95,95,95,5.4,33,69,85,Critical
3/24/2025 9:30,Node2,0.96,4.95,79.09,-0.05,-0.05,0,0,0,95,95,96,5.4,33,69,85,Critical
3/24/2025 9:31,Node2,0.91,4.76,79.17,-0.05,-0.05,0,0,0,95,95,96,5.4,33,69,85,Critical
3/24/2025 9:33,Node2,1.01,4.92,78.41,-0.05,-0.05,0,0,0,93,95,96,5.4,33,69,85,Critical
3/24/2025 9:34,Node2,1.09,4.86,77.35,-0.05,-0.05,0,0,0,93,95,96,5.4,33,69,85,Critical
3/24/2025 9:36,Node2,0.93,0,79.28,-0.05,-0.05,0,0,0,93,95,95,5.4,34,69,85,Critical
3/24/2025 9:40,Node2,0.92,4.93,79.5,-0.05,-0.05,0,0,0,94,95,96,5.4,34,68,85,Critical
3/24/2025 9:42,Node2,0.93,4.88,79.22,-0.05,-0.04,0,0,0,94,95,96,5.4,34,68,85,Critical
3/24/2025 9:43,Node2,1.05,4.88,77.85,-0.06,-0.06,0,0,0,94,96,96,5.4,35,68,85,Critical
3/24/2025 9:45,Node2,0.94,4.92,79.16,-0.06,-0.05,0,0,0,94,96,96,5.4,35,68,85,Critical
3/24/2025 9:48,Node2,1.04,5.05,78.39,-0.05,-0.05,0,0,0,94,96,96,5.4,35,68,85,Critical
3/24/2025 9:49,Node2,0.97,4.89,78.81,-0.05,-0.05,0,0,0,95,96,96,5.4,35,68,85,Critical
3/24/2025 9:51,Node2,1.01,4.92,78.41,-0.05,-0.04,0,0,0,95,96,96,5.4,35,67,85,Critical
3/24/2025 9:52,Node2,1,5.01,78.75,-0.05,-0.05,0,0,0,94,96,95,5.4,35,67,85,Critical
3/24/2025 9:54,Node2,0.96,4.93,79.06,-0.06,-0.05,0,0,0,95,96,96,5.4,35,67,85,Critical
3/24/2025 9:55,Node2,0.92,4.9,79.44,-0.05,-0.04,0,0,0,95,96,96,5.4,35,67,85,Critical
3/24/2025 9:57,Node2,0.96,4.92,79.03,-0.05,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 9:58,Node2,1.07,4.95,77.86,-0.06,-0.05,0,0,0,95,96,96,5.4,35,67,85,Critical
3/24/2025 10:00,Node2,1,4.88,78.47,-0.05,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:01,Node2,0.96,4.96,79.09,-0.06,-0.05,0,0,0,95,96,96,5.4,35,67,85,Critical
3/24/2025 10:03,Node2,0.92,4.98,79.61,-0.06,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:07,Node2,0.82,4.9,80.56,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:08,Node2,0.96,4.97,79.09,-0.05,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:10,Node2,1.07,4.89,77.69,0,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:13,Node2,1,4.81,78.31,-0.05,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:14,Node2,1.06,4.9,77.85,-0.05,-0.04,0,0,0,0,96,96,2.1,35,67,25,Low
3/24/2025 10:16,Node2,0.94,4.89,79.1,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:17,Node2,0.86,4.91,80.09,-0.05,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:19,Node2,0.96,4.93,79,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:20,Node2,0.96,4.85,78.88,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:22,Node2,0.94,4.91,79.16,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:23,Node2,0.92,4.93,79.5,-0.05,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:25,Node2,0.96,4.83,78.82,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:26,Node2,0.98,4.95,78.78,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:28,Node2,0.96,5.03,79.24,-0.05,-0.04,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:29,Node2,1.03,4.9,78.19,-0.05,-0.04,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:31,Node2,1,4.91,78.53,-0.06,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:32,Node2,0.82,5.03,80.77,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:34,Node2,0.9,4.93,79.65,-0.05,-0.05,0,0,0,94,96,96,5.4,35,67,85,Critical
3/24/2025 10:35,Node2,1.01,4.94,78.44,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:36,Node2,1.01,4.94,78.44,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:37,Node2,1.03,4.95,78.32,-0.05,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:38,Node2,1.08,4.93,77.68,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:41,Node2,0.93,4.96,79.4,-0.05,-0.05,0,0,0,91,96,96,5.3,35,67,85,Critical
3/24/2025 10:42,Node2,0.93,4.96,79.4,-0.05,-0.05,0,0,0,91,96,96,5.3,35,67,85,Critical
3/24/2025 10:43,Node2,0.96,4.94,79.06,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:44,Node2,0.94,4.84,79.01,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:47,Node2,0.92,4.91,79.44,0,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:48,Node2,0.85,4.92,80.22,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:51,Node2,0.93,4.91,79.34,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:53,Node2,1.04,4.89,78.07,-0.05,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:54,Node2,0.85,4.87,80.14,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:56,Node2,0.98,4.9,78.66,-0.05,-0.04,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:57,Node2,0.93,0,79.16,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 10:59,Node2,0.99,4.98,78.84,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 11:02,Node2,0.85,5.03,80.46,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 11:05,Node2,1,4.86,78.41,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 11:08,Node2,0.97,4.85,78.69,-0.05,-0.05,0,0,0,93,96,96,5.4,35,67,85,Critical
3/24/2025 11:09,Node2,1.04,4.92,78.07,-0.05,-0.05,0,0,0,0,96,96,2.1,35,67,25,Low
3/24/2025 11:12,Node2,0.78,4.95,81.11,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:15,Node2,0.99,5.02,78.93,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:20,Node2,0.85,4.99,80.38,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:21,Node2,1.05,4.99,78.14,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:23,Node2,0.93,4.82,79.13,-0.06,-0.04,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:24,Node2,1,5,78.72,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:26,Node2,1,4.95,78.63,-0.05,-0.04,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:27,Node2,0.89,4.94,79.84,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:29,Node2,0.85,4.84,80.11,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:30,Node2,0.71,4.93,81.82,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:31,Node2,1.01,5,78.6,-0.06,-0.04,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:33,Node2,0.83,4.99,80.56,-0.06,-0.04,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:34,Node2,0.91,4.95,79.58,-0.06,-0.05,0,0,0,94,96,96,5.4,36,66,85,Critical
3/24/2025 11:36,Node2,0.89,4.85,79.67,-0.05,-0.04,0,0,0,94,96,96,5.4,36,66,85,Critical
3/24/2025 11:37,Node2,0.93,4.94,79.37,-0.05,-0.05,0,0,0,94,96,96,5.4,36,66,85,Critical
3/24/2025 11:39,Node2,0.89,4.93,79.81,-0.05,-0.05,0,0,0,94,96,96,5.4,36,65,85,Critical
3/24/2025 11:40,Node2,0.9,4.92,79.62,-0.06,-0.04,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:42,Node2,0.93,4.92,79.31,-0.05,-0.04,0,0,0,94,96,96,5.4,36,66,85,Critical
3/24/2025 11:43,Node2,0.92,4.97,79.58,-0.05,-0.04,0,0,0,94,96,96,5.4,36,65,85,Critical
3/24/2025 11:45,Node2,0.87,4.93,79.96,-0.05,-0.04,0,0,0,94,96,96,5.4,36,65,85,Critical
3/24/2025 11:46,Node2,0.97,4.87,78.72,-0.06,-0.05,0,0,0,94,96,96,5.4,36,65,85,Critical
3/24/2025 11:48,Node2,0.96,4.93,79.03,-0.06,-0.04,0,0,0,94,96,96,5.4,36,66,85,Critical
3/24/2025 11:49,Node2,0.9,4.88,79.54,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:51,Node2,1,5.02,78.75,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:52,Node2,0.99,4.78,78.37,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:54,Node2,0.9,4.88,79.54,-0.05,-0.05,0,0,0,92,96,96,5.3,36,66,85,Critical
3/24/2025 11:55,Node2,0.86,4.84,79.93,-0.05,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:57,Node2,1.01,4.87,78.32,-0.06,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 11:58,Node2,1.01,4.9,78.35,-0.06,-0.05,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 12:00,Node2,0.87,4.94,79.99,-0.06,-0.04,0,0,0,93,96,96,5.4,36,66,85,Critical
3/24/2025 12:01,Node2,0.92,4.85,79.32,-0.06,-0.05,0,0,0,92,96,96,5.3,36,65,85,Critical
3/24/2025 12:03,Node2,1.11,4.95,77.37,-0.06,-0.04,0,0,0,92,96,96,5.3,36,65,85,Critical
3/24/2025 12:04,Node2,0.97,4.85,78.75,-0.06,-0.05,0,0,0,92,96,96,5.3,36,65,85,Critical
3/24/2025 12:06,Node2,0.91,4.88,79.41,-0.06,-0.04,0,0,0,93,96,96,5.4,36,65,85,Critical
3/24/2025 12:07,Node2,0.85,4.86,80.14,-0.05,-0.05,0,0,0,93,96,96,5.4,36,65,85,Critical
3/24/2025 12:09,Node2,0.89,4.89,79.72,-0.05,-0.05,0,0,0,92,96,96,5.3,36,65,85,Critical
3/24/2025 12:10,Node2,0.96,4.98,79.12,-0.05,-0.04,0,0,0,92,96,96,5.3,37,65,85,Critical
3/24/2025 12:11,Node2,0.97,4.89,78.78,-0.06,-0.05,0,0,0,92,96,96,5.3,37,65,85,Critical
3/24/2025 12:13,Node2,0.9,4.91,79.6,-0.05,-0.05,0,0,0,92,96,96,5.3,37,65,85,Critical
3/24/2025 12:14,Node2,0.87,4.98,80.07,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:16,Node2,0.87,4.98,80.07,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:16,Node2,0.98,4.93,78.75,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:17,Node2,0.94,4.9,79.13,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:19,Node2,1.02,4.86,78.22,-0.06,-0.05,0,0,0,92,96,96,5.3,37,65,85,Critical
3/24/2025 12:20,Node2,0.89,4.94,79.84,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:22,Node2,0.96,4.92,79,-0.06,-0.04,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:23,Node2,0.86,4.89,80.04,-0.06,-0.04,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:25,Node2,0.89,4.9,79.75,-0.06,-0.05,0,0,0,91,95,96,5.3,37,65,85,Critical
3/24/2025 12:26,Node2,0.93,4.85,79.19,-0.06,-0.04,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:28,Node2,0.87,4.92,79.94,-0.05,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:29,Node2,0.97,4.97,78.97,-0.06,-0.04,0,0,0,93,95,96,5.4,37,65,85,Critical
3/24/2025 12:31,Node2,0.96,4.88,78.94,-0.06,-0.05,0,0,0,93,95,96,5.4,37,65,85,Critical
3/24/2025 12:32,Node2,0.86,4.9,80.04,-0.06,-0.05,0,0,0,93,95,96,5.4,37,65,85,Critical
3/24/2025 12:34,Node2,0.93,4.94,79.37,-0.06,-0.05,0,0,0,93,95,96,5.4,37,65,85,Critical
3/24/2025 12:35,Node2,0.99,4.9,78.66,-0.06,-0.05,0,0,0,92,95,96,5.3,37,64,85,Critical
3/24/2025 12:37,Node2,0.93,4.92,79.31,-0.06,-0.05,0,0,0,92,95,96,5.3,37,64,85,Critical
3/24/2025 12:38,Node2,0.97,5.06,79.17,-0.06,-0.05,0,0,0,93,95,96,5.4,37,64,85,Critical
3/24/2025 12:40,Node2,0.82,4.89,80.48,-0.06,-0.04,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:41,Node2,0.98,4.95,78.78,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:43,Node2,0.94,4.86,79.07,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:44,Node2,0.96,4.99,79.18,-0.06,-0.04,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:46,Node2,0.97,4.9,78.81,-0.06,-0.05,0,0,0,92,95,96,5.3,37,65,85,Critical
3/24/2025 12:47,Node2,0.93,4.92,79.34,-0.06,-0.05,0,0,0,92,95,96,5.3,38,65,85,Critical
3/24/2025 12:49,Node2,0.89,4.84,79.64,-0.06,-0.05,0,0,0,93,95,96,5.4,38,65,85,Critical
3/24/2025 12:50,Node2,0.89,4.92,79.81,-0.06,-0.05,0,0,0,92,95,96,5.3,38,65,85,Critical
3/24/2025 12:52,Node2,0.89,4.86,79.67,-0.06,-0.04,0,0,0,94,95,96,5.4,38,65,85,Critical
3/24/2025 12:53,Node2,0.79,5,81.05,-0.06,-0.05,0,0,0,93,95,96,5.4,38,65,85,Critical
3/24/2025 12:54,Node2,0.86,4.89,80.01,-0.06,-0.04,0,0,0,93,95,96,5.4,39,64,85,Critical
3/24/2025 12:56,Node2,0.95,4.87,79.04,-0.06,-0.04,0,0,0,93,95,96,5.4,39,64,85,Critical
3/24/2025 12:57,Node2,0.91,4.94,79.55,-0.06,-0.05,0,0,0,93,95,96,5.4,39,64,85,Critical
3/24/2025 12:59,Node2,0.86,4.96,80.17,-0.06,-0.04,0,0,0,93,95,96,5.4,39,64,85,Critical
3/24/2025 13:00,Node2,0.9,4.95,79.71,-0.06,-0.05,0,0,0,93,95,96,5.4,40,64,85,Critical
3/24/2025 13:02,Node2,0.98,4.88,78.63,-0.06,-0.04,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:03,Node2,0.91,4.99,79.64,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:05,Node2,0.86,4.99,80.23,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:06,Node2,0.96,4.89,78.94,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:08,Node2,0.83,4.83,80.25,-0.06,-0.04,0,0,0,92,95,96,5.3,40,63,85,Critical
3/24/2025 13:09,Node2,0.83,4.98,80.56,-0.06,-0.04,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:11,Node2,0.92,4.93,79.5,-0.06,-0.05,0,0,0,92,95,96,5.3,40,63,85,Critical
3/24/2025 13:12,Node2,0.85,4.9,80.22,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:14,Node2,0.99,4.99,78.84,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
3/24/2025 13:15,Node2,0.9,4.93,79.65,-0.06,-0.05,0,0,0,93,95,96,5.4,40,63,85,Critical
